 Date Inserted,Reporting Date,Sale Month,Store,Artist,Title,ISRC,UPC,Quantity,Team Percentage,Song/Album,Country of Sale,Songwriter Royalties Withheld (USD),Earnings (USD),Recoup (USD)
2025-11-28,2025-11-28,2025-10,iTunes Match,Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,US,0,0.00086961,0.00000000
2025-11-28,2025-11-28,2025-10,Apple Music,Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,US,0,0.00841147,0.00000000
2025-11-27,2025-11-27,2025-10,Apple Music,Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,1,100,Song,CA,0,0.00690897,0.00000000
2025-11-26,2025-11-26,2025-10,YouTube (Red),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,1,100,Song,MX,0,0.00564238,0.00000000
2025-11-26,2025-11-26,2025-10,YouTube (Red),Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,GB,0,0.02508133,0.00000000
2025-11-03,2025-11-03,2025-08,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,1,100,Song,OU,0,0.00003818,0.00000000
2025-11-03,2025-11-03,2025-08,Facebook,Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,2,100,Song,OU,0,0.00194955,0.00000000
2025-11-03,2025-11-03,2025-07,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,3,100,Song,OU,0,0.00005433,0.00000000
2025-11-03,2025-11-03,2025-07,Facebook,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,OU,0,0.00058367,0.00000000
2025-11-03,2025-11-03,2025-07,Facebook,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,1,100,Song,OU,0,0.00001811,0.00000000
2025-11-03,2025-11-03,2025-07,Facebook,Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,1,100,Song,OU,0,0.00058367,0.00000000
2025-11-03,2025-11-03,2025-01,BoomplayCMS,Sonic Chill,Doxa (feat. Bundo Eebz),QZTB42206075,197388660190,1,100,Song,US,0,0.00004752,0.00000000
2025-10-26,2025-10-26,2025-09,Apple Music,Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,US,0,0.00463435,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,2,100,Song,GB,0,0.05219568,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,LaBear 2,QZES72345586,197629078784,2,100,Song,GB,0,0.05219568,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Puerto (feat. Bundo Eebz),QZES72345583,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Mountain View (feat. Bundo Eebz),QZES72345582,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Bakelite (feat. Bundo Eebz),QZES72345581,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Kinch (feat. Bundo Eebz),QZES72345580,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Legacy (feat. Bundo Eebz),QZES72345579,197629078784,2,100,Song,GB,0,0.05219568,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,2,100,Song,GB,0,0.05219568,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Kali Zing (feat. Bundo Eebz),QZTB42206077,197388660190,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Momentus (feat. Bundo Eebz),QZTB42206076,197388660190,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Cruise (feat. Bundo Eebz),QZTB42206071,197388660190,2,100,Song,GB,0,0.05219568,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,2,100,Song,GB,0,0.03782331,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Red),Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.02609784,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Ads),Ebu Blackitude,Times Up pt. 2 (feat. MKD),QZTB22302561,195334962473,1,100,Song,GB,0,0.00648795,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Ads),Ebu Blackitude,Journeyman,QZPLR2205219,197208883785,1,100,Song,GB,0,0.00009086,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Ads),Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.00011555,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Ads),Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,GB,0,0.00261608,0.00000000
2025-10-24,2025-10-24,2025-09,YouTube (Ads),Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,5,100,Song,GB,0,0.01379733,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Times Up pt. 2 (feat. MKD),QZTB22302561,195334962473,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,1,100,Song,MX,0,0.00565890,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,2,100,Song,MX,0,0.01131780,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Puerto (feat. Bundo Eebz),QZES72345583,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Bakelite (feat. Bundo Eebz),QZES72345581,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Legacy (feat. Bundo Eebz),QZES72345579,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Mission Complete,QZPLR2205220,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Journeyman,QZPLR2205219,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Crying (feat. Defisis),QZPLR2205217,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,3,100,Song,GB,0,0.07413366,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,2,100,Song,GB,0,0.04942244,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Something Black,QZPLR2205208,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-26,2025-09-26,2025-08,YouTube (Red),Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.02471122,0.00000000
2025-09-23,2025-09-23,2025-08,Apple Music,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,US,0,0.00815148,0.00000000
2025-09-17,2025-09-17,2025-06,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,1,100,Song,OU,0,0.00001804,0.00000000
2025-09-17,2025-09-17,2025-06,Facebook,Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,3,100,Song,US,0,0.00157833,0.00000000
2025-08-27,2025-08-27,2025-07,YouTube (Red),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,1,100,Song,MX,0,0.00590470,0.00000000
2025-08-27,2025-08-27,2025-07,YouTube (Ads),Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.00766119,0.00000000
2025-08-13,2025-08-13,2024-10,Luna,Sonic Chill,Kinch (feat. Bundo Eebz),QZES72345580,197629078784,1,100,Song,CN,0,0.00018969,0.00000000
2025-08-13,2025-08-13,2024-10,Luna,Ebu Blackitude,Mission Complete,QZPLR2205220,197208883785,1,100,Song,CN,0,0.00018969,0.00000000
2025-08-13,2025-08-13,2024-07,Luna,Ebu Blackitude,Mission Complete,QZPLR2205220,197208883785,1,100,Song,CN,0,0.00012808,0.00000000
2025-08-01,2025-08-01,2025-05,Pandora,Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,US,0,0.00350000,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,2,100,Song,MX,0,0.01050289,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,2,100,Song,MX,0,0.01050289,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,MX,0,0.00525144,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.02586465,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,1,100,Song,GB,0,0.02586465,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,GB,0,0.02586465,0.00000000
2025-07-30,2025-07-30,2025-06,YouTube (Red),Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.02586465,0.00000000
2025-07-24,2025-07-24,2025-06,Apple Music,Sonic Chill,Legacy (feat. Bundo Eebz),QZES72345579,197629078784,1,100,Song,DK,0,0.01250364,0.00000000
2025-07-23,2025-07-23,2025-05,Amazon Prime (Streaming),Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,GB,0,0.00408990,0.00000000
2025-07-18,2025-07-18,2025-04,Deezer,Ebu Blackitude,Crying (feat. Defisis),QZPLR2205217,197208883785,1,100,Song,GB,0,0.00044147,0.00000000
2025-07-18,2025-07-18,2025-04,Deezer,Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,GB,0,0.00044147,0.00000000
2025-07-18,2025-07-18,2025-04,Deezer,Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,1,100,Song,GB,0,0.00044147,0.00000000
2025-07-16,2025-07-16,2023-09,Boomplay,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,2,100,Song,NG,0,0.00061774,0.00000000
2025-07-16,2025-07-16,2023-08,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,TZ,0,0.00030887,0.00000000
2025-07-16,2025-07-16,2023-08,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,ZM,0,0.00030886,0.00000000
2025-07-16,2025-07-16,2023-08,Boomplay,Sonic Chill,Bakelite (feat. Bundo Eebz),QZES72345581,197629078784,1,100,Song,NG,0,0.00030887,0.00000000
2025-07-16,2025-07-16,2023-06,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,NA,0,0.00022746,0.00000000
2025-07-16,2025-07-16,2023-05,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,RW,0,0.00030886,0.00000000
2025-07-16,2025-07-16,2023-04,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,ZM,0,0.00030888,0.00000000
2025-07-16,2025-07-16,2023-04,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,CD,0,0.00030888,0.00000000
2025-07-16,2025-07-16,2023-04,Boomplay,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,CG,0,0.00030892,0.00000000
2025-07-16,2025-07-16,2022-11,Boomplay,Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,2,100,Song,NG,0,0.00157610,0.00000000
2025-07-16,2025-07-15,2025-05,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,12,100,Song,OU,0,0.00019954,0.00000000
2025-07-16,2025-07-15,2025-05,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,10,100,Song,OU,0,0.00016628,0.00000000
2025-07-16,2025-07-15,2025-05,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,6,100,Song,US,0,0.00009977,0.00000000
2025-07-05,2025-07-05,2025-04,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,15,100,Song,OU,0,0.00020088,0.00000000
2025-07-05,2025-07-05,2025-04,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,24,100,Song,OU,0,0.00032141,0.00000000
2025-07-05,2025-07-05,2025-04,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,15,100,Song,US,0,0.00020088,0.00000000
2025-07-05,2025-07-05,2025-04,Facebook,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,US,0,0.00039231,0.00000000
2025-07-05,2025-07-05,2025-04,Facebook,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,1,100,Song,OU,0,0.00001339,0.00000000
2025-07-05,2025-07-05,2025-04,TikTok,Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,2,100,Song,US,0,0.00211936,0.00000000
2025-07-05,2025-07-05,2025-03,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,14,100,Song,OU,0,0.00018751,0.00000000
2025-07-05,2025-07-05,2025-03,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,355,100,Song,OU,0,0.00475470,0.00000000
2025-07-05,2025-07-05,2025-03,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,231,100,Song,US,0,0.00309390,0.00000000
2025-07-05,2025-07-05,2025-03,Facebook,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,2,100,Song,OU,0,0.00002679,0.00000000
2025-07-04,2025-07-04,2025-02,Facebook,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,US,0,0.00034540,0.00000000
2025-07-04,2025-07-04,2025-02,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,29,100,Song,OU,0,0.00039079,0.00000000
2025-07-04,2025-07-04,2025-02,Facebook,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,US,0,0.00034540,0.00000000
2025-07-04,2025-07-04,2025-02,Facebook,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,2,100,Song,OU,0,0.00002695,0.00000000
2025-07-03,2025-07-03,2025-05,Apple Music,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,1,100,Song,KZ,0,0.00240685,0.00000000
2025-07-03,2025-07-03,2025-05,Apple Music,Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,US,0,0.00813296,0.00000000
2025-07-03,2025-07-03,2025-05,Apple Music,Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,1,100,Song,GB,0,0.00640302,0.00000000
2025-06-28,2025-06-27,2025-05,YouTube (Red),Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,2,100,Song,GB,0,0.04842672,0.00000000
2025-06-18,2025-06-18,2025-04,Amazon Songs,Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,US,0,0.71120652,0.00000000
2025-06-18,2025-06-18,2025-04,Amazon Prime (Streaming),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,1,100,Song,ES,0,0.00110027,0.00000000
2025-06-01,2025-06-01,2025-04,Apple Music,Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,3,100,Song,US,0,0.02373612,0.00000000
2025-05-14,2025-05-14,2023-07,BoomplayCMS,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,9,100,Song,OT,0,0.00085548,0.00000000
2025-05-13,2025-05-13,2024-04,BoomplayCMS,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,TR,0,0.00009505,0.00000000
2025-05-12,2025-05-12,2025-02,Deezer,Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,FR,0,0.00720078,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-05-08,2025-05-08,2025-03,Pandora,Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,US,0,0.00350000,0.00000000
2025-04-25,2025-04-25,2025-03,Apple Music,Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,1,100,Song,ZA,0,0.00398391,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,US,0,0.00875816,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,US,0,0.00875816,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,1,100,Song,US,0,0.00875816,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,US,0,0.00875816,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,1,100,Song,US,0,0.00875816,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Puerto (feat. Bundo Eebz),QZES72345583,197629078784,3,100,Song,US,0,0.02213641,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,2,100,Song,US,0,0.01751633,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Cruise (feat. Bundo Eebz),QZTB42206071,197388660190,1,100,Song,KR,0,0.00466127,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,1,100,Song,US,0,0.01121021,0.00000000
2025-04-24,2025-04-24,2025-03,Apple Music,Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,GB,0,0.01527705,0.00000000
